posting_id,tipo,precio,m2,precio_m2,ambientes,dormitorios,zona,direccion,visibilidad,lat,lon,url,fuente,zona_geo
59855813,Casa,1000000,249,4016,3,2,José León Suárez,Echague al 7000,EXACT,-34.5332869,-58.5714509,https://www.zonaprop.com.ar/propiedades/clasificado/alclcain-casa-en-jose-leon-suarez-59855813.html,Zonaprop,Villa Ballester
59893824,Casa,2500000,450,5556,5,4,San Andrés,Adelina Hue 3527,EXACT,-34.5664699,-58.54729459999999,https://www.zonaprop.com.ar/propiedades/clasificado/alclcain-chalet-de-6-ambientes-con-jardines-y-cochera-pasante-59893824.html,Zonaprop,San Andrés
59967146,Casa,1900000,225,8444,3,2,San Andrés,José Hernández 2500,EXACT,-34.5633861,-58.531613,https://www.zonaprop.com.ar/propiedades/clasificado/alclcain-alquiler-casa-3-amb-golf-san-andres-c-pileta-59967146.html,Zonaprop,Villa Parque San Lorenzo
59969499,Casa,1200000,173,6936,3,2,San Martín Centro,Lincoln 3169,EXACT,-34.5753025,-58.5305665,https://www.zonaprop.com.ar/propiedades/clasificado/alclcain-casa-3-ambientes-en-san-martin-centro-59969499.html,Zonaprop,Villa Maipu
59336331,Casa,3000000,298,10067,5,4,San Martín Centro,Moreno 3621,EXACT,-34.57748413,-58.53540039,https://www.zonaprop.com.ar/propiedades/clasificado/alclcain-san-martin-alquiler-casa-5-amb-con-garage-y-59336331.html,Zonaprop,San Martín Centro
60059186,Casa,1800000,160,11250,5,3,Villa Ballester,Ituzaingo 2692,EXACT,-34.543341,-58.5615787,https://www.zonaprop.com.ar/propiedades/clasificado/alclcain-triplex-de-5-ambientes-con-patio-terraza-y-garage-60059186.html,Zonaprop,Villa Ballester
59245788,Casa,1250000,270,4630,4,3,General San Martín,Alsina 2010,EXACT,-34.5818981,-58.54264289999999,https://www.zonaprop.com.ar/propiedades/clasificado/alclcain-casa-4-ambientes-en-san-martin-a-m.-de-ruta-8-59245788.html,Zonaprop,San Martín Centro
59432902,Casa,1700000,164,10366,3,2,Villa Ballester,General Paz 2688,EXACT,-34.5475023,-58.5564293,https://www.zonaprop.com.ar/propiedades/clasificado/alclcain-casa-de-3-ambientes-en-increible-zona-59432902.html,Zonaprop,Villa Ballester
59867823,Casa,750000,90,8333,3,2,José León Suárez,Echague  al 7999 Esquina.,EXACT,-34.5270658,-58.579195,https://www.zonaprop.com.ar/propiedades/clasificado/alclcain-casa-en-jose-leon-suarez-59867823.html,Zonaprop,Ciudad Jardín El Libertador
59881185,Casa,900000,155,5806,3,2,Villa Ballester,Pacífico Rodríguez 5417,EXACT,-34.5451767,-58.559197000000005,https://www.zonaprop.com.ar/propiedades/clasificado/alclcain-reservada-alquiler:-villa-ballester-centro.-casa-3-amb-59881185.html,Zonaprop,Villa Ballester
59540140,Casa,1500000,222,6757,6,5,Villa Maipu,Ituzaingo 1800,EXACT,-34.57341766,-58.52898788,https://www.zonaprop.com.ar/propiedades/clasificado/alclcain-alquiler-casa-solo-uso-profesional-villa-maipu-59540140.html,Zonaprop,Villa Maipu
59928548,Casa,1300000,300,4333,4,3,General San Martín,María Asunta 3736,EXACT,-34.584186,-58.5244693,https://www.zonaprop.com.ar/propiedades/clasificado/alclcain-casa-4-ambientes-ficha-15-59928548.html,Zonaprop,Villa Chacabuco
58873974,Casa,1300000,100,13000,4,3,San Andrés,America  al 3400,EXACT,-34.5598973,-58.5469688,https://www.zonaprop.com.ar/propiedades/clasificado/alclcain-casa-4-ambientes-58873974.html,Zonaprop,San Andrés
59786960,Casa,1100000,85,12941,3,2,San Andrés,C 81 E. MORELLO 2953. Entre C 72 Diego Pombo y C 70 La Crujia,EXACT,-34.566926,-58.5445636,https://www.zonaprop.com.ar/propiedades/clasificado/alclcain-alquiler-duplex-3-amb-san-andres-59786960.html,Zonaprop,San Andrés
59772148,Casa,1400000,100,14000,3,2,San Andrés,Diego Pombo 3300,EXACT,-34.56645584,-58.54478073,https://www.zonaprop.com.ar/propiedades/clasificado/alclcain-duplex-con-cochera-59772148.html,Zonaprop,San Andrés
59910940,Casa,1200000,243,4938,4,2,Villa Ballester,Sarandí 4488,EXACT,-34.5540382,-58.5749357,https://www.zonaprop.com.ar/propiedades/clasificado/alclcain-casa-en-alquiler-en-villa-ballester-59910940.html,Zonaprop,Villa Zapiola
59898050,Casa,1200000,125,9600,6,3,Villa Ballester,Artigas 6222,EXACT,-34.54256613882623,-58.5707652749773,https://www.zonaprop.com.ar/propiedades/clasificado/alclcapa-casa-6-ambientes-en-chilavert-villa-ballester-59898050.html,Zonaprop,Villa Godoy Cruz
59878741,Casa,800000,80,10000,3,2,Loma Hermosa,Rivadavia 5285,EXACT,-34.5553818,-58.589284,https://www.zonaprop.com.ar/propiedades/clasificado/alclcapa-casa-3-ambientes-en-loma-hermosa-59878741.html,Zonaprop,Ciudad Jardín El Libertador
59806953,Casa,1300000,120,10833,3,2,General San Martín,San Pedro 5700,EXACT,-34.5563591,-58.568664,https://www.zonaprop.com.ar/propiedades/clasificado/alclcapa-amplio-y-luminoso-duplex-en-alquiler-v.-ballester-59806953.html,Zonaprop,Villa Guido
59283670,PH,795000,120,6625,3,2,General San Martín,Boulogne SUR MER al 5000,EXACT,-34.5882592,-58.5452079,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-de-3-ambientes-en-alquiler-san-martin-59283670.html,Zonaprop,San Martín Centro
59629858,PH,800000,200,4000,3,2,Billinghurst,Calle 3 al 6000,EXACT,-34.568588,-58.5877857,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-en-el-parque-general-san-martin-59629858.html,Zonaprop,Barrio Parque General San Martin
59297345,PH,600000,40,15000,2,1,General San Martín,Ombu al 4500,EXACT,-34.5682051,-58.5609843,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-general-san-martin-59297345.html,Zonaprop,Villa Pueyrredón
59219205,PH,450000,45,10000,1,1,General San Martín,Las Heras e/ Pueyrredon y Matheu,EXACT,-22.0597682,-63.6869617,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-monoambiente-en-alquiler-1-bano-general-san-59219205.html,Zonaprop,General San Martín
59967812,PH,450000,35,12857,2,1,Villa Ballester,O'Donnell 3885,EXACT,-34.5614708,-58.55993789999999,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-2-ambientes-villa-ballester-59967812.html,Zonaprop,Villa Las Heras
59772458,PH,800000,60,13333,3,2,Villa Ballester,Emilio Zola 5152,EXACT,-34.5385458,-58.5473903,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-departamento-3-amb-emilio-zola-al-5100-59772458.html,Zonaprop,Villa Gregoria Matorras
59447508,PH,800000,68,11765,3,2,Villa Ballester,Lavalle al 1900,EXACT,-34.5431708,-58.5488848,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-venta-ph-3-tres-ambientes-planta-baja-patio-59447508.html,Zonaprop,Villa Ballester
52905253,PH,600000,48,12500,2,1,Villa Monteagudo,Perdriel 5300. Entre Bianchi y Canale,EXACT,-34.5915206,-58.5455807,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-departamento-2-ambientes.-perdriel-al-5300-52905253.html,Zonaprop,Villa Monteagudo
59696911,PH,800000,80,10000,2,1,Villa Ballester,Fournier 2023,EXACT,-34.5358772,-58.5594833,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-2-ambientes-con-patio-y-dependencia-quincho-59696911.html,Zonaprop,Villa Ballester
58976609,PH,750000,86,8721,3,2,General San Martín,French al 2400,EXACT,-34.5651965,-58.5328381,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-duplex-3-amb-por-pasillo-al-medio-58976609.html,Zonaprop,Villa Parque San Lorenzo
59713389,PH,280000,22,12727,1,,José León Suárez,Nuñez  al 7118 Jose Leon Suarez,EXACT,-34.5357119,-58.5773533,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-monoambiente-en-jose-leon-suarez-primer-piso-con-59713389.html,Zonaprop,Villa Godoy Cruz
59961233,PH,550000,131,4198,2,1,Villa Ballester,Yapeyu al 4900,EXACT,-34.5574316,-58.5643377,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-alquiler-ph-2-ambientes-con-terraza-en-villa-ballester-59961233.html,Zonaprop,Villa Guido
59905999,PH,650000,86,7558,2,1,Villa Lynch,DARWIN 557,EXACT,-34.595,-58.533,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-alquiler-departamento-2-ambientes-en-villa-lynch-con-59905999.html,Zonaprop,Villa Parque Figueroa Alcorta
60002106,PH,700000,60,11667,3,2,Villa Ballester,Capdevila 5367,EXACT,-34.538136699999995,-58.5500918,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-en-alquiler-de-3-ambientes.-2-dorm.-patio.-muy-60002106.html,Zonaprop,Villa Gregoria Matorras
59812967,PH,700000,60,11667,3,2,Barrio Parque General San Martin,Italia 300,EXACT,-34.5412241,-58.5308274,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-en-duplex-en-venta-c-cochera-y-seguridad-24-hs-59812967.html,Zonaprop,Villa Granaderos De San Martin
59639871,PH,450000,40,11250,1,,Villa Lynch,Paso al 1600,EXACT,-34.5866345,-58.5396339,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-en-villa-lynch-59639871.html,Zonaprop,San Martín Centro
59689171,PH,850000,90,9444,3,2,José León Suárez,San Roque al 2800,EXACT,-34.5378391,-58.5717292,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-alquiler-de-ph-p.-b.-3-ambientes-en-jose-leon-suarez-59689171.html,Zonaprop,Villa Ballester
59934749,PH,600000,100,6000,3,2,Loma Hermosa,LAS Rosas al 6800,EXACT,-34.5605306463,-58.5991354437,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-en-alquiler-en-loma-hermosa-pdo.-de-san-martin.-59934749.html,Zonaprop,Ciudad Jardín El Libertador
59711570,PH,500000,40,12500,2,1,Villa Ballester,Cordoba 3825,EXACT,-34.55568314,-58.54619598,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-1-piso-2-ambientes-59711570.html,Zonaprop,Villa Ballester
58854075,PH,690000,58,11897,2,1,Villa Maipu,J.A. Roca 1821,EXACT,-34.566576999999995,-58.518520900000006,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-excelente-2-amb-en-ph-como-nuevo-cerca-de-capital!-58854075.html,Zonaprop,Villa Maipu
59848480,PH,490000,38,12895,2,1,Villa Ballester,Republica al 6200,EXACT,-34.5358945,-58.5640666,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-en-alquiler-en-villa-ballester-59848480.html,Zonaprop,Villa Ballester
59112443,PH,715000,50,14300,3,2,Villa Lynch,Suipacha al 2400,EXACT,-34.5815891,-58.5517593,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-3-ambientes-59112443.html,Zonaprop,San Martín Centro
60058754,PH,950000,130,7308,3,2,Villa Lynch,Murature 4600,EXACT,-34.59318,-58.532809,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-departamento-ph-de-3-ambientes-con-patio-y-cochera-en-60058754.html,Zonaprop,Villa Parque Figueroa Alcorta
60045709,PH,500000,40,12500,2,1,Villa Ballester,A.del Valle al 6500,EXACT,-34.5430063,-58.5757339,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-chilavert-60045709.html,Zonaprop,Villa Godoy Cruz
59995212,PH,700000,50,14000,3,2,San Andrés,Congreso al 3700,EXACT,-34.5592290994,-58.5498400392,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-en-alquiler-3-ambientes-san-andres-59995212.html,Zonaprop,Villa Las Heras
59832159,PH,950000,140,6786,3,2,José León Suárez,San Vicente  al 1900,EXACT,-34.5301359,-58.5656124,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-en-alquiler-en-jose-leon-suarez-59832159.html,Zonaprop,Villa Ballester
59991609,PH,700000,70,10000,3,2,San Andrés,Doctor Pedro Honaine 3011,EXACT,-34.567112699999996,-58.54593509999999,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-en-alquiler-de-3-ambientes.-2-dorm.-patio.-59991609.html,Zonaprop,San Andrés
56539801,PH,900000,90,10000,3,2,Villa Lynch,Vuelta De Obligado 4941,EXACT,-34.59186172,-58.53825378,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-planta-baja-80-m-patio-2-dorm.-56539801.html,Zonaprop,Villa Monteagudo
59905613,PH,880000,70,12571,3,2,San Martín Centro,San Carlos 5000,EXACT,-34.5918174,-58.5399804,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-alquiler-ph-3-ambientes-en-san-martin-59905613.html,Zonaprop,Villa Monteagudo
52099363,PH,500000,40,12500,2,1,San Andrés,J M Campos  2574,EXACT,-34.5603927,-58.5385359,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-alquiler-depto-2-amb-en-complejo-san-andres-52099363.html,Zonaprop,Villa Marqués de Aguado
59720850,PH,490000,40,12250,2,1,José León Suárez,Profesor Aguer al 6900,EXACT,-34.5372758,-58.5758209,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-frente-2-ambientes-en-alquiler.-jose-leon-suarez-59720850.html,Zonaprop,Villa Godoy Cruz
59909307,PH,600000,100,6000,2,,Villa Ballester,Mitre al 5400,EXACT,-34.5512066,-58.5670348,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-2-amb-con-jardin-villa-ballester-59909307.html,Zonaprop,Villa Guido
57487324,PH,500000,65,7692,2,1,Villa Ballester,Mitre 5665,EXACT,-34.5497101,-58.5690052,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-en-alquiler-ph-2-amb-con-cochera-villa-57487324.html,Zonaprop,Villa Guido
59272014,PH,450000,40,11250,2,1,Villa Ballester,Avenida Doctor Ricardo Balbín 5671,EXACT,-34.56234680000001,-58.5821772,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-de-2-ambientes-en-alquiler-villa-ballester-59272014.html,Zonaprop,Villa Zapiola
59970761,PH,900000,70,12857,3,2,Villa Maipu,José H. Martínez 1394,EXACT,-34.5708258,-58.5171118,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-1-piso-con-patio-y-terreza-59970761.html,Zonaprop,Villa Maipu
59848570,PH,700000,65,10769,3,2,Villa Ballester,San Pedro  al 4100,EXACT,-34.5640926,-58.5596593,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-en-villa-ballester-59848570.html,Zonaprop,Villa Las Heras
60004605,PH,750000,55,13636,3,2,San Andrés,Congreso 3093,EXACT,-34.56399536,-58.54372025,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-alquiler-3-amb-tipo-casa-con-patio-zona-san-andres-60004605.html,Zonaprop,San Andrés
60046578,PH,550000,60,9167,2,1,Villa Ballester,Villarroel  al 5400,EXACT,-34.5359846,-58.5485527,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-2-amb-alquiler-en-villa-ballester-sin-expensas-60046578.html,Zonaprop,Villa Gregoria Matorras
60052183,PH,650000,65,10000,3,2,Villa Maipu,E.C. Villegas 1323,EXACT,-34.5725085,-58.51891499999999,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-alquiler-ph-3-ambientes-con-patio-en-villegas-60052183.html,Zonaprop,Villa Maipu
59782766,PH,650000,65,10000,3,2,Villa Ballester,Pueyrredón 1964,EXACT,-34.5454647,-58.54638419999999,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-de-3-ambientes-con-patio.-dormitorio.-balcon.-59782766.html,Zonaprop,Villa Ballester
59800117,PH,600000,55,10909,2,1,José León Suárez,Concejal Calcagno 3323,EXACT,-34.5397439,-58.5776552,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-de-2-ambientes-con-patio-y-lavadero-59800117.html,Zonaprop,Villa Godoy Cruz
59848538,PH,490000,38,12895,2,1,Villa Ballester,Republica al 6200,EXACT,-34.5358945,-58.5640666,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-en-alquiler-en-villa-ballester-59848538.html,Zonaprop,Villa Ballester
55102676,PH,385000,30,12833,1,1,Billinghurst,25 de Mayo 3636,EXACT,-34.5816333,-58.5726764,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-alquiler-de-monoambiente-a-estrenar-en-billinghurst!-55102676.html,Zonaprop,Billinghurst
60007827,PH,500000,51,9804,2,1,Villa Ballester,Mercedes al 4500,EXACT,-34.5418337,-58.5414251,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-en-villa-ballester-60007827.html,Zonaprop,Villa Gregoria Matorras
60021089,PH,1000000,85,11765,3,3,Villa Ballester,Moreno al 1930,EXACT,-34.5349069,-58.5590705,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-alquiler-ph-3-ambientes-villa-ballester-60021089.html,Zonaprop,Villa Ballester
59383437,PH,550000,55,10000,2,1,Villa Ballester,Emilio Zola al 5600,EXACT,-34.5350927,-58.5508343,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-pasillo-al-medio-alquila-2-ambientes-59383437.html,Zonaprop,Villa Gregoria Matorras
59527798,PH,1200000,95,12632,3,2,Villa Lynch,Rivadavia 4387,EXACT,-34.5781953,-58.5464591,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-3-amb.-con-patio-y-balcon-a-estrenar-59527798.html,Zonaprop,San Martín Centro
58583858,PH,1500000,125,12000,3,2,San Martín Centro,Caseros 2500,EXACT,-34.57451248,-58.54514313,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-casa-4-ambientes-con-patio-y-garaje-san-martin-centro-58583858.html,Zonaprop,San Martín Centro
59759803,PH,800000,105,7619,3,2,José León Suárez,Aristobulo del Valle al 7059,EXACT,-34.5414138,-58.5804417,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-3-amb-con-cochera-sin-expensas-59759803.html,Zonaprop,Ciudad Jardín El Libertador
60046392,PH,280000,40,7000,1,1,Loma Hermosa,Saavedra  al 6400,EXACT,-34.5553081,-58.5883313,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-casa-en-loma-hermosa-60046392.html,Zonaprop,Ciudad Jardín El Libertador
58205430,PH,460000,70,6571,2,1,Villa Libertad,Posadas 3230,EXACT,-34.5863748,-58.5601551,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-amplio-ph-2-amb.-1-piso-x-escalera-con-patio-y-58205430.html,Zonaprop,Villa Libertad
59940810,PH,750000,85,8824,3,2,Villa Lynch,,,-34.5818376,-58.5309586,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-departamento-3-ambientes.-anastacio-gonzalez-6113-59940810.html,Zonaprop,Villa Chacabuco
59132136,PH,380000,36,10556,2,1,Villa Libertad,Primera Junta 2442. Entre Chivilcoy y Anastacio Gonzalez,EXACT,-34.58850974305512,-58.55951070785523,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-departamento-2-ambientes.-primera-junta-2442-59132136.html,Zonaprop,Villa Libertad
59695217,PH,650000,70,9286,3,2,General San Martín,Conscripto Bernardi  al 2000,EXACT,-34.5710446,-58.5299897,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-en-villa-maipu-59695217.html,Zonaprop,Villa Maipu
59796607,PH,550000,40,13750,1,1,General San Martín,Lincoln  al 1300,EXACT,-34.566399,-58.5158591,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-1-1-2-amb-con-patio-59796607.html,Zonaprop,Villa Maipu
59950175,PH,1090000,90,12111,3,2,Villa Ballester,Ituzaingó al 1500,EXACT,-34.5356604,-58.5528017,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-3-ambientes-con-patio-y-pileta-59950175.html,Zonaprop,Villa Gregoria Matorras
54875177,PH,430000,50,8600,2,1,Villa Ballester,Junin 4045,EXACT,-34.5528472,-58.5738069,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-alquiler-2-amb-con-patio.-junin-4045-v-ballester-54875177.html,Zonaprop,Villa Guido
59963316,PH,600000,50,12000,2,1,San Andrés,Almirante Brown 3840,EXACT,-34.5659429,-58.54430170000001,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-almirante-brown-3840.-departamento-2-ambientes.-ph-sin-59963316.html,Zonaprop,San Andrés
59572600,PH,700000,60,11667,3,2,Villa Ballester,Industria 4178,EXACT,-34.5642213,-58.5604818,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-de-3-ambientes-en-alquiler-con-terreza-59572600.html,Zonaprop,Villa Las Heras
59132112,PH,550000,50,11000,2,1,Villa Lynch,Ashkar 282. Entre Gómez y Rosales,EXACT,-34.5932123,-58.5232519,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-departamento-2-ambientes.-ashkar-282-59132112.html,Zonaprop,Villa Lynch
60059185,PH,600000,45,13333,2,1,José León Suárez,Igualdad 1841,EXACT,-34.5306131,-58.5629606,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-de-2-ambientes-con-patio-60059185.html,Zonaprop,Villa Gregoria Matorras
59726490,PH,450000,55,8182,2,1,General San Martín,1 DE AGOSTO,EXACT,-34.56829537825045,-58.562860281569336,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-2-ambientes-sin-expensas-59726490.html,Zonaprop,Villa Pueyrredón
60012891,PH,550000,40,13750,2,1,Villa Ballester,Witcomb 1315,EXACT,-34.5426056,-58.54092239999999,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-de-2-ambientes-con-patio-cubierto-y-lavadero-60012891.html,Zonaprop,Villa Gregoria Matorras
59272428,PH,450000,50,9000,3,2,Villa Ballester,Avenida Doctor Ricardo Balbín 4975,EXACT,-34.563739999999996,-58.57316679999999,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-de-3-ambientes-en-alquiler-villa-ballester-59272428.html,Zonaprop,Villa Zapiola
50879591,PH,750000,80,9375,3,,San Andrés,French 2400,EXACT,-34.5659759,-58.531691,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-3-ambientes-tipo-duplex-con-patio-50879591.html,Zonaprop,Villa Maipu
59615468,PH,800000,85,9412,3,2,San Andrés,Santa Rosalia 1695,EXACT,-34.552687152941246,-58.53265805152895,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-alquiler:-ph-3-ambientes.-planta-baja-al-frente-en-san-59615468.html,Zonaprop,Villa Marqués de Aguado
59477325,PH,650000,45,14444,2,1,Villa Maipu,Roma 2012. Entre Guiraldes y Villegas,EXACT,-34.57165559223114,-58.51929903030396,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-departamento-2-ambientes.-roma-2012-59477325.html,Zonaprop,Villa Maipu
59848852,PH,750000,56,13393,3,2,Villa Ballester,Tandil  al 4500,EXACT,-34.5430666,-58.5430488,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-en-villa-ballester-59848852.html,Zonaprop,Villa Gregoria Matorras
59282029,PH,1000000,100,10000,3,2,Villa Maipu,Conscripto Bernardi 1600,EXACT,-34.5742569,-58.52624512,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-alquiler-casa-en-ph-al-frente-4-ambientes-villa-maipu-59282029.html,Zonaprop,Villa Maipu
58833499,PH,410000,35,11714,2,1,Villa Ballester,Zarate  al 5400,EXACT,-34.5547774,-58.5720682,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-en-alquiler-2-ambientes-villa-ballester-58833499.html,Zonaprop,Villa Guido
59510688,PH,550000,65,8462,2,1,Villa Ballester,Villarroel 5400,EXACT,-34.53598404,-58.54855347,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-al-fondo-2-ambientes-59510688.html,Zonaprop,Villa Gregoria Matorras
59770607,PH,350000,30,11667,2,1,José León Suárez,Obarrio al 2400,EXACT,-34.5262912,-58.5783037,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-jose-leon-suarez-59770607.html,Zonaprop,Ciudad Jardín El Libertador
59988001,PH,800000,65,12308,3,2,General San Martín,Rivadavia  al 2400,EXACT,-34.5653243,-58.5307286,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-en-general-san-martin-59988001.html,Zonaprop,Villa Maipu
59409887,PH,470000,45,10444,2,1,Billinghurst,López y Planes 5133,EXACT,-34.5722701,-58.564404599999996,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-en-1er-piso-al-frente.-cocina-comedor-dormitorio-59409887.html,Zonaprop,Villa Pueyrredón
58276465,PH,450000,40,11250,2,1,General San Martín,parodi,EXACT,-34.57614492249165,-58.5533241727768,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-2-ambientes-ph-planta-alta-al-frente-58276465.html,Zonaprop,Villa Pueyrredón
58977480,PH,490000,40,12250,2,1,San Martín Centro,Caseros 2626,EXACT,-34.57379793329869,-58.545877438098145,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-de-2-ambientes-en-alquiler.-living-comedor.-58977480.html,Zonaprop,Villa Yapeyú
60012874,PH,490000,48,10208,2,1,Villa Ballester,Capdevila al 5600,EXACT,-34.5362707,-58.5527746,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-en-villa-ballester-60012874.html,Zonaprop,Villa Gregoria Matorras
55799238,PH,450000,30,15000,1,1,Villa Lynch,HIPOLITO IRIGOYEN,EXACT,-34.58839735036955,-58.53954360620999,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-gran-monoambiente.-55799238.html,Zonaprop,Villa Monteagudo
60033413,PH,800000,85,9412,3,2,General San Martín,Mitre al 2600,EXACT,-34.5691659,-58.5291415,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-departamento-tipo-casa-de-3-amb.-60033413.html,Zonaprop,Villa Maipu
60055926,PH,1000000,90,11111,3,,General San Martín,Av. de los Constituyentes al 1700,EXACT,-34.565073,-58.5140286,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-3-amb-en-primer-piso-por-escalera-60055926.html,Zonaprop,Villa Maipu
59806867,PH,800000,88,9091,3,2,José León Suárez,San José De Flores al 6200,EXACT,-34.5472198,-58.5773953,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-en-alquiler-2-dorm.-en-jose-leon-suarez-59806867.html,Zonaprop,Villa Godoy Cruz
58794769,PH,280000,30,9333,1,,General San Martín,9 de Julio al 4100,EXACT,-34.5651011,-58.5733037,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-en-villa-coronel-jose-m.-zapiola-58794769.html,Zonaprop,Villa Zapiola
59225869,PH,1000000,120,8333,3,2,Villa Lynch,Avellaneda al 2400,EXACT,-34.5788287,-58.5477861,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-de-3-ambientes-en-alquiler-59225869.html,Zonaprop,San Martín Centro
59241371,PH,690000,50,13800,2,1,San Andrés,Morello 3100,EXACT,-34.5659096,-58.5462107,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-2-ambientes-en-san-andres-barrio-residencial-59241371.html,Zonaprop,San Andrés
59526828,PH,1200000,170,7059,3,3,Villa Lynch,Rivadavia 4387,EXACT,-34.5781953,-58.5464591,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-3-amb.-con-jardin-y-cochera-59526828.html,Zonaprop,San Martín Centro
